winery-toggle,winery-toggle href,Description,Images,Details,Address
Evening Grace Vineyards,https://coloradowine.com/winery/evening-grace-vineyards/,"On This Mesa…. with the most beautiful view…we begin a new challenge……………The 36 acres is quite diverse with a large meadow, gardens, pasture, hills , trails,& water from the big Farmers Ditch. It’s small vineyard is just enough to keep us busy tending to the grapes & field. In the beginning it was enough to be a “grower”. For a few years we managed to pull in several tons of grapes in the Fall which we sold to a neighboring winery. As we learned more about the wine adventure here in the valley, we began our trials into winemaking. Making good wine is NOT easy! Some days we work harder than we did in our careers. After retiring from fast paced professions RN & Auditor….. this looked like a wonderful place to curl up and enjoy the beauty of the valley. Long hours in the vineyard now reward us with enriched vines and beautiful Italian grapes. We challenged each other into making a little wine and from there we have turned this little piece of Heaven into a beautiful home/vineyard/B&B/winery/& tasting room. We are grateful to family, friends, neighbors & winemakers that have given us their time and shared experiences with us. They are so much a part of our success. We welcome you to our lives here on the hill and hope you will experience some of the same feelings that we have for this very special place in the valley.",https://coloradowine.com/wp-content/uploads/2018/05/EveningGrace.jpg," <h3>Evening Grace Vineyards</h3> <hr class=""dotted""> <p> 35837 Hanson Mesa Road <br> Hotchkiss, CO 81419<br> <strong> <a href=""mailto:info@eveninggraceestatellc.com"" target=""_blank"">info@eveninggraceestatellc.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Starting Memorial Day Weekend thru September - we will open our Tasting Room - Saturday's &amp; Sunday's from Noon to 5:00pm. ( Also for Special Events -- Days/Evenings ) </p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.eveninggraceestatellc.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/35837+Hanson+Mesa+Road%2C+Hotchkiss%2C+CO+81419
Evergood Elixirs,https://coloradowine.com/winery/evergood-elixirs/,"Wine made from lemons, not grapes? Years ago, there were just a few beer options. Now when you walk into a liquor store, you’re probably completely overwhelmed. The alarm bells started ringing 4 years ago: The craft beer industry is oversaturated. While craft breweries continue to increase, the market is changing. Many industry experts think we’ve hit a bubble. Why? ​ Much can be attributed to the new generation of 20 somethings who are finding their preference in adult beverages. Since 1992, their preference for beer has dropped 30%! So what are they drinking? Surprisingly, they are drinking wine, along with other non-beer drinks. Many wonder if wine is the new craft beer. Introducing Skier Pee, Snow Bunny & Switch Stance. Wine made from lemons, not grapes. Skier Pee, Snow Bunny & Switch Stance are true non-carbonated citrus wines, delicious and refreshing over ice. They take 6 weeks to ferment and the ABV is 10%. All are gluten-free, vegan, and low in sugar compared to “sweet” wines. Skier Pee, our “flagship” wine, tastes like adult lemonade. Snow Bunny is our strawberry flavored lemon wine that tastes like adult cool-ade. Some call it their “adult juice box.” And Switch Stance, our newest wine, is made from both lemons and limes and tastes like an adult spright or mountain doo. An instant margarita in a bottle! LOW IN SUGAR: Most sweet wines contain 3.5 – 7 grams of sugar per ounce. Skier Pee and Switch Stance contain 1.5 grams and Snow Bunny contains 2.1 grams! Skier Pee, Snow Bunny, and Switch Stance are completely different from Mike’s hard lemonade and traditional wine coolers, which are made from malted barley (which means they contain gluten) and have low ABV. In fact, some wine coolers don’t even contain wine! Our whimsical branding and packaging, unique recipe, and mystique of the Colorado mountains allow us to offer the right product at the right time.",https://coloradowine.com/wp-content/uploads/2018/06/Evergood.jpg," <h3>Evergood Elixirs</h3> <hr class=""dotted""> <p> 613 County Line Rd, Unit L, Palmer Lake, CO 80133<br> <strong> Matthew Hexter<br> (719) 362-0158<br> <a href=""mailto:matthew@evergoodelixirs.com"" target=""_blank"">matthew@evergoodelixirs.com</a><br> </strong> </p> <hr class=""dotted""> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.evergoodelixirs.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/613+County+Line+Rd%2C+Palmer+Lake%2C+CO+80133
Flying T Wine,https://coloradowine.com/winery/flying-t-wine/,"Flying T Ranch was founded in Southwest Colorado by John and Kathy Tomac in 1993. The family of John, Kathy, Greg and Eli settled in McElmo Canyon to operate a working farm and ranch after John’s retirement from World Cup Mountain Bike racing. The farm operation included Grass and Alfalfa production, but the Tomac family soon added a small 1 acre vineyard nestled below the infamous landmark, Battlerock.",https://coloradowine.com/wp-content/uploads/2018/10/flying-T.png," <h3>Flying T Wine</h3> <hr class=""dotted""> <p> 12166 Road G, Cortez, CO 81321<br> <strong> 970.739.0139<br> <a href=""mailto:jtomac@frontier.net"" target=""_blank"">jtomac@frontier.net</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Available by appointment only</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.flyingtwine.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/12166+Road+G%2C+Cortez%2C+CO+81321
Four Leaves Winery,https://coloradowine.com/winery/four-leaves-winery/,"Four Leaves Winery is a boutique winery located in the historic downtown area of Durango. We import the highest quality grapes and then handcraft, blend, and ferment all of our wines right in front of you. Our on premise winery offers over 20 different kinds of wine providing our guests with a unique experience of wine tasting, personalized labels and wine making for individuals and corporate parties. Located at the south end of main street directly across from the train station in the historic downtown area of Durango",https://coloradowine.com/wp-content/uploads/2015/05/Four-Leaves-Logo-New.jpg," <h3>Four Leaves Winery</h3> <hr class=""dotted""> <p> 528 Main Avenue, Durango, CO 81301<br> <strong> Dean Fagner<br> 970-403-8182<br> 970-403-8183 <small>(fax)</small><br> <a href=""mailto:dean@fourleaveswinery.com"" target=""_blank"">dean@fourleaveswinery.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Everyday 12:00 - 8:00pm</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.fourleaveswinery.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/528+Main+Avenue%2C+Durango%2C+CO+81301
Fowler Wine Company,https://coloradowine.com/winery/fowler-wine-company/,"WINE IS A JOURNEY, AND ALL ROADS LEAD TO FOWLER",https://coloradowine.com/wp-content/uploads/2018/08/Fowler.jpg," <h3>Fowler Wine Company</h3> <hr class=""dotted""> <p> 120 E Cranston Rd, Fowler, CO 81039<br> <strong> (857) 636-0432<br> <a href=""mailto:kristingutzeit@gmail.com"" target=""_blank"">kristingutzeit@gmail.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Friday and Saturday from 6:30-9:30 pm</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""https://fowlerwinecompany.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/120+E+Cranston+Rd%2C+Fowler%2C+CO+81039
Fox Fire Farms,https://coloradowine.com/winery/fox-fire-farms/,"Fox Fire Farms has a long history of being the southwest’s premier certified organic farm. Located 25 miles southeast of Durango and 35 miles southwest of Pagosa Springs, as part of a 910 acre livestock farm in a stunning Colorado setting. Now we are becoming Colorado’s premier “Cold Climate Vineyard and Winery”. We feature cold climate varieties like Traminette, Corot Noir and our 2015 Colorado State Fair triple gold – Best of Show, Marquette. Our 2015 Traminette was the only white wine to receive the prestigious “Double Gold” award in the 2016 Governor’s Cup contest. More cold climate varieties are in the production pipeline, varieties like Brianna and Petite Pearl. For the more traditional palette we have Colorado Grown Cabernet Sauvignon and two Rieslings. We also have Pinot Noir, Chardonnay, Muscat and several fruit wines. Fox Fire Farms is a soothing place to spend the day, resting your spirit and reconnecting with nature. Bring a picnic lunch and enjoy a bottle of one of our wines as you gaze out over our tranquil pastures. You’re always welcome at Fox Fire Farms. See Google Maps",https://coloradowine.com/wp-content/uploads/2015/05/FFFWinery-logo-large.jpg," <h3>Fox Fire Farms</h3> <hr class=""dotted""> <p> 5513 Co Rd 321<br> Ignacio, CO 81137<br> <strong> Richard Parry<br> 970.563.4675<br> <a href=""mailto:info@foxfirefarms.com"" target=""_blank"">info@foxfirefarms.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>1:00 P.M. to 6:00 P.M. Thursday, Friday Saturday and Sunday May 15th to October 31st. Winter wine tastings by appoinment only</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.foxfirefarms.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/5513+Co+Rd+321%2C+Ignacio%2C+CO+81137
Garfield Estates Vineyard & Winery,https://coloradowine.com/winery/garfield-estates-vineyard-winery/,"Garfield Estates Vineyard & Winery was established in 2000. Our first wines were released in 2002 and since then we have quickly gained a reputation as one of Colorado’s top wineries. We have won major awards including gold medals at numerous international wine competitions and in 2004 were named Top Colorado Winery by the Rocky Mountain News. Our commitment to producing world class wines is evident throughout our winery operation and estate vineyard. We invite you to visit our historic property for tasting and tours. Relax and enjoy breathtaking views of Mt Garfield (our winery namesake) while enjoying our wines. Wines of focus at Garfield Estates include our Fume Blanc (barrel fermented Sauvignon Blanc), Syrah, Cabernet Franc and occasionally the ultra rare Icewine-style Vin de Glace, which is only produced in very limited quantities. Our wines reflect our passion for great wines and our desire to showcase the unique characteristics of wines from the Grand Valley. Come taste for yourself why all the “buzz” is about Garfield Estates Vineyard & Winery.Garfield Estates was established in 2000. We have already been recognized as one of Colorado’s top wineries by major publications. We focus on unique wines including rare Icewine-style Vin de Glace. 1 mile west on G road off Hwy. 6.",https://coloradowine.com/wp-content/uploads/2015/05/Garfield.gif," <h3>Garfield Estates Vineyard &amp; Winery</h3> <hr class=""dotted""> <p> 3572 G Road <br> Palisade, CO 81526<br> <strong> 970-464-0941<br> 970-464-4910 <small>(fax)</small><br> <a href=""mailto:info@garfieldestates.com"" target=""_blank"">info@garfieldestates.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Daily: 11:00am to 5:00pm</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""http://www.garfieldestates.com"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/3572+G+Road%2C+Palisade%2C+CO+81526
Garrett Estates Cellars,https://coloradowine.com/winery/garrett-estates-cellars/,0,https://coloradowine.com/wp-content/uploads/GARRET-ESTATES-WINERY.jpg," <h3>Garrett Estates Cellars</h3> <hr class=""dotted""> <p> 53582 Falcon Rd<br> Olathe, CO 81425<br> <strong> 970.901.5919<br> <a href=""mailto:mitch@garrettestatecellars.com"" target=""_blank"">mitch@garrettestatecellars.com</a><br> </strong> </p> <hr class=""dotted""> <p>Hours: <br>Visit website or call for current information.</p> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""https://www.garrettestatecellarscolorado.com/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/53582+Falcon+Rd%2C+Olathe%2C+CO+81425
Golden City Winery,https://coloradowine.com/winery/golden-city-winery/,Sister winery to Golden City Brewery.,https://coloradowine.com/wp-content/uploads/2017/04/goldencitywinery.jpg," <h3>Golden City Winery</h3> <hr class=""dotted""> <p> 920 1/2 12th St<br> Golden, Colorado, CO 80401<br> <strong> 303.279.8092<br> </strong> </p> <hr class=""dotted""> <p class=""text-center""><br><a class=""btn btn-primary btn-brown btn-transparent btn-unbordered btn-external-link"" href=""https://www.facebook.com/GCWinery/"" target=""_blank"">View Website <i class=""fa fa-external-link""></i></a></p> ",https://www.google.com/maps/place/920+1%2F2+12th+St+Golden%2C+Colorado%2C+CO+80401
Golden Valley Winery,https://coloradowine.com/winery/golden-valley-winery/,0,https://coloradowine.com/wp-content/themes/coloradowine/assets/img/placeholder-logo.png," <h3>Golden Valley Winery</h3> <hr class=""dotted""> <p> 5131 FRANKLIN ST, Denver, CO 80216<br> <strong> (720) 231-9390<br> <a href=""mailto:dwhitf5@comcast.net"" target=""_blank"">dwhitf5@comcast.net</a><br> </strong> </p> <hr class=""dotted""> ",https://www.google.com/maps/place/5131+Franklin+St%2C+Denver%2C+CO+80216
